id,release_date,movie,production_budget,domestic_gross,worldwide_gross
58,06/27/2014,they came together,3000000,0,82780
59,05/21/2013,open road,3000000,0,47469
60,07/28/1951,alice in wonderland,3000000,0,0
61,10/01/2010,barry munday,3000000,0,0
62,12/31/2009,the deported,3000000,0,0
63,12/31/2009,chicago overcoat,3000000,0,0
64,09/13/2011,never back down 2: the beatdown,3000000,0,0
65,12/31/2015,awol-72,3000000,0,0
66,01/15/2013,30 nights of paranormal activity with the devil inside the girl with the dragon tattoo,3000000,0,0
67,02/06/2015,enter the dangerous mind,3000000,0,0
68,03/17/2015,something wicked,3000000,0,0
69,09/18/1967,point blank,3000000,0,0
70,10/27/2014,iguana,3000000,0,0
71,12/31/2009,four single fathers,3000000,0,0
72,08/14/2015,amnesiac,3000000,0,0
73,12/31/2015,unnatural,3000000,0,0
74,12/11/2015,close range,3000000,0,0
75,01/18/1946,the harvey girls,2931000,4100000,4100000
76,02/15/1950,cinderella,2900000,85000000,263591415
77,11/20/1998,central do brasil,2900000,5969553,17006158
78,12/19/1961,pocketful of miracles,2900000,5000000,5000000
79,03/24/2006,boynton beach club,2900000,3127472,3127472
80,10/01/2010,freakonomics,2900000,101270,172867
81,08/19/2011,griff the invisible,2900000,20778,25935
82,03/29/1959,some like it hot,2883848,25000000,25019542
83,06/10/2005,high tension,2850000,3681066,6435262
84,12/15/1974,young frankenstein,2800000,86300000,86300000
85,06/25/1976,the omen,2800000,48570885,48570885
86,07/22/2005,hustle & flow,2800000,22202809,23591783
87,05/13/1988,friday the 13th part vii: the new blood,2800000,19170001,19170001
88,09/15/2006,artie lange's beer league,2800000,475000,475000
89,08/25/1939,the wizard of oz,2777000,34063405,34305476
90,02/15/2008,diary of the dead,2750000,952620,5394447
91,10/17/1979,the black stallion,2700000,37799643,37799643
92,06/13/1997,ulee's gold,2700000,9054736,15600000
93,10/26/2018,indivisible,2700000,3511417,3588305
94,09/01/2006,lage raho munna bhai,2700000,2217561,31517561
95,12/31/2015,sardaar ji,2700000,0,8200000
96,12/31/2008,rejsen til saturn,2700000,0,5377665
97,06/12/1963,donovan's reef,2686000,6600000,6600000
98,01/12/1956,diane,2660000,0,0
99,01/16/1998,the dress,2650000,16556,16556
100,12/24/1943,a guy named joe,2627000,5363000,5363000
1,02/07/1974,blazing saddles,2600000,119500000,119500000
2,04/13/1984,friday the 13th part iv: the final chapter,2600000,32980880,32980880
3,05/02/2014,ida,2600000,3827060,15298355
4,01/01/1987,maurice,2600000,3147950,3198308
5,07/09/2004,riding giants,2600000,2276368,3292333
6,12/12/2008,los cronocrã­menes,2600000,39127,564474
7,12/31/2011,la cara oculta,2600000,0,7033931
8,12/07/2007,timber falls,2600000,0,71248
9,12/31/2008,silver medalist,2600000,0,0
10,04/01/2011,"fat, sick & nearly dead",2600000,0,0
11,04/10/1952,singin' in the rain,2540000,7200000,7200000
12,01/11/2013,a haunted house,2500000,40041683,59922558
13,07/13/2012,2016: obamaâs america,2500000,33349941,33349941
14,07/03/2013,kevin hart: let me explain,2500000,32244051,32327255
15,07/28/2004,garden state,2500000,26782316,36028802
16,10/04/1996,that thing you do!,2500000,25857416,34557416
17,10/30/1981,halloween ii,2500000,25533818,25533818
18,10/22/1982,halloween 3: season of the witch,2500000,14400000,14400000
19,10/01/2008,religulous,2500000,13011160,13881317
20,01/01/1971,escape from the planet of the apes,2500000,12300000,12300000
21,05/29/1963,hud,2500000,10000000,10000000
22,08/02/2013,the spectacular now,2500000,6852971,6916951
23,09/29/1991,my own private idaho,2500000,6401336,6401336
24,01/27/1995,before sunrise,2500000,5274005,5690220
25,06/24/2016,hunt for the wilderpeople,2500000,5205471,23845533
26,08/17/2012,robot & frank,2500000,3317468,4934356
27,10/03/2003,sur le seuil,2500000,2013052,2013052
28,06/16/2000,jesus' son,2500000,1282084,1687548
29,05/27/2005,saving face,2500000,1187266,1269705
30,06/20/2008,brick lane,2500000,1094998,3838486
31,03/01/2013,the lost medallion: the adventures of billy stone,2500000,549632,549632
32,09/26/2003,my life without me,2500000,432360,12267275
33,03/31/2006,marilyn hotchkiss' ballroom dancing and charm school,2500000,349132,497195
34,04/01/2011,super,2500000,327716,593933
35,11/14/2008,fuel,2500000,174255,174255
36,04/09/2010,valley of the hearts delight,2500000,118666,118666
37,10/31/2008,the other end of the line,2500000,115504,507446
38,06/18/2010,8: the mormon proposition,2500000,100280,100280
39,04/17/2009,sleep dealer,2500000,80136,108907
40,08/24/2007,eye of the dolphin,2500000,72210,72260
41,08/16/2013,underdogs,2500000,35017,1392649
42,09/08/2000,anatomie,2500000,9598,9598
43,12/31/2009,the calling,2500000,0,0
44,06/21/2013,alien uprising,2500000,0,0
45,12/31/2010,christmas mail,2500000,0,0
46,07/03/2015,stung,2500000,0,0
47,09/01/2017,sky sharks,2500000,0,0
48,10/13/2015,8 days,2500000,0,0
49,09/02/2016,antibirth,2500000,0,0
50,02/02/2016,the rise of the krays,2500000,0,0
51,12/31/2014,not safe for work,2500000,0,0
52,05/13/2011,go for it!,2450000,180237,182358
53,10/16/1996,get on the bus,2400000,5691854,5691854
54,01/05/2007,thr3e,2400000,1008849,1420418
55,09/01/2006,idiocracy,2400000,444093,500296
56,12/31/2009,niktã©,2400000,0,1333891
57,11/14/2014,always woodstock,2400000,0,0
58,07/25/2007,this is england,2380000,327919,8739576
59,06/27/1944,bathing beauty,2361000,3500000,3500000
60,03/20/2015,do you believe?,2300000,12985600,14304931
61,07/17/1951,show boat,2300000,11000000,11000000
62,05/01/1998,"dancer, texas pop. 81",2300000,574838,574838
63,09/05/2014,frontera,2300000,59696,59696
64,08/26/2011,redemption road,2300000,29384,29384
65,04/15/2015,the toxic avenger part ii,2300000,0,0
66,01/19/2016,eden,2300000,0,0
67,06/19/1987,the brave little toaster,2300000,0,0
68,02/09/1940,pinocchio,2289247,84300000,84300000
69,11/13/1940,fantasia,2280000,83320000,83320000
70,08/13/1982,friday the 13th part 3,2250000,36690067,36690067
71,10/09/1971,the french connection,2200000,41158757,41158757
72,03/22/1985,friday the 13th part v: a new beginning,2200000,21930418,21930418
73,02/09/2007,the last sin eater,2200000,388390,388390
74,12/31/2008,impact point,2200000,0,0
75,05/03/1945,the valley of decision,2160000,9132000,9132000
76,12/31/2005,chicken tikka masala,2160000,0,37865
77,10/07/2008,jack brooks: monster slayer,2150000,0,0
78,11/21/1946,the best years of our lives,2100000,23600000,23600000
79,07/13/2001,bully,2100000,881824,1381824
80,05/29/2002,elling,2100000,313436,313436
81,10/16/2016,mi america,2100000,3330,3330
82,07/14/2009,[rec],2100000,0,23266821
83,12/31/2012,infected,2100000,0,0
84,12/31/2010,lies in plain sight,2100000,0,0
85,10/06/2015,the timber,2100000,0,0
86,01/19/2016,sharkskin,2100000,0,0
87,09/30/2011,courageous,2000000,34522221,35185884
88,04/08/1964,from russia with love,2000000,24800000,78900000
89,05/21/1982,mad max 2: the road warrior,2000000,24600832,24600832
90,08/15/1946,notorious,2000000,24464742,24464742
91,08/02/1967,in the heat of the night,2000000,24379978,24407647
92,12/17/1973,sleeper,2000000,18344729,18344729
93,08/11/1972,everything you always wanted to know,2000000,18016290,18016290
94,03/13/2015,it follows,2000000,14674077,23250755
95,07/13/2018,eighth grade,2000000,13539710,14341016
96,12/25/1962,to kill a mockingbird,2000000,13129846,13129846
97,03/09/2012,silent house,2000000,12739737,16610760
98,10/08/1999,boys don't cry,2000000,11540607,20741000
99,02/09/2007,das leben der anderen,2000000,11284657,81197047
100,04/08/2016,hardcore henry,2000000,9252038,17187434
1,06/13/1962,lolita,2000000,9250000,9250000
2,08/30/1940,boom town,2000000,9172000,9172000
3,11/11/1947,gentleman's agreement,2000000,7800000,7800000
4,09/25/1961,the hustler,2000000,7600000,7600000
5,12/31/1986,witchboard,2000000,7369373,7369373
6,11/26/2003,les triplettes de belleville,2000000,7301288,17403168
7,06/26/1998,smoke signals,2000000,6719300,7756617
8,06/11/2010,winter's bone,2000000,6531503,16131551
9,10/10/2014,meet the mormons,2000000,6047363,6049171
10,08/15/2003,american splendor,2000000,6003587,8685632
11,10/06/2017,the florida project,2000000,5904366,11295324
12,08/25/2017,all saints,2000000,5802208,5941994
13,07/02/2004,before sunset,2000000,5792822,11217346
14,03/30/2001,amores perros,2000000,5383834,20883834
15,08/20/2003,thirteen,2000000,4601043,9505996
16,01/23/2004,touching the void,2000000,4593598,15396525
17,10/08/2010,inside job,2000000,4311834,7799257
18,05/24/1938,alexander's ragtime band,2000000,4000000,4000000
19,06/17/2005,me and you and everyone we know,2000000,3885134,9615464
20,08/28/2015,we are your friends,2000000,3591417,10153415
21,11/10/2006,harsh times,2000000,3337931,6225304
22,03/03/2000,ghost dog: the way of the samurai,2000000,3330230,10672492
23,09/18/2015,captive,2000000,2583301,2791973
24,08/02/2002,full frontal,2000000,2512846,3438804
25,06/08/2018,hearts beat loud,2000000,2386254,2420962
26,01/20/2017,the resurrection of gavin stone,2000000,2303792,2303792
27,12/25/2008,waltz with bashir,2000000,2283849,13912289
28,06/28/2006,strangers with candy,2000000,2072645,2077844
29,03/01/1992,night on earth,2000000,2015000,2022893
30,01/29/1993,nemesis,2000000,2001124,2001124
31,10/04/2006,shortbus,2000000,1985292,1985292
32,05/02/2008,son of rambow: a home movie,2000000,1785505,11263263
33,09/12/2003,"the book of mormon movie, volume 1: the journey",2000000,1660865,1660865
34,05/12/2000,hamlet,2000000,1577287,2419669
35,08/07/2015,the diary of a teenage girl,2000000,1477002,2279959
36,07/27/2007,no end in sight,2000000,1433319,1433319
37,04/25/2014,locke,2000000,1370646,2088390
38,04/30/1999,get real,2000000,1152411,1152411
39,09/07/2007,in the shadow of the moon,2000000,1134358,2175587
40,04/08/2011,meek's cutoff,2000000,977772,1869928
41,11/28/2014,the babadook,2000000,950792,7482387
42,02/11/2005,inside deep throat,2000000,691880,691880
43,09/28/2001,dinner rush,2000000,638227,1075504
44,09/24/2010,the virginity hit,2000000,636706,636706
45,05/15/1998,clockwatchers,2000000,537948,539961
46,11/06/1985,subway,2000000,390659,1663296
47,04/15/2005,house of d,2000000,388532,466106
48,01/18/2008,teeth,2000000,347578,2350641
49,07/26/1996,stonewall,2000000,304602,304602
50,09/08/2006,sherrybaby,2000000,199176,759504
51,02/13/2015,the last five years,2000000,147299,205298
52,09/18/1998,six-string samurai,2000000,134624,134624
53,05/26/2000,hum to mohabbt karega,2000000,121807,121807
54,04/15/2005,it's all gone pete tong,2000000,120620,2226603
55,01/29/2010,saint john of las vegas,2000000,102645,102645
56,04/15/1998,24 7: twenty four seven,2000000,72544,72544
57,09/19/2014,pump,2000000,72277,72277
58,10/24/2008,roadside romeo,2000000,55202,2046090
59,05/04/2001,eureka,2000000,49388,76654
60,04/07/2015,lost river,2000000,45431,2009644
61,07/18/2003,this thing of ours,2000000,37227,37227
62,10/09/2015,knock knock,2000000,36336,6328516
63,02/03/2017,growing up smith,2000000,35312,35312
64,03/20/2009,super capers,2000000,30955,30955
65,01/01/1993,return of the living dead 3,2000000,21000,21000
66,11/20/2009,the missing person,2000000,17896,17896
67,10/19/2012,the first time,2000000,17061,17061
68,02/10/2006,london,2000000,12667,12667
69,08/27/2010,circle,2000000,10024,10024
70,10/31/2008,eden lake,2000000,7321,4294373
71,06/11/2010,jerusalema,2000000,7294,10679
72,06/23/2006,say uncle,2000000,5361,5361
73,09/13/2013,plush,2000000,3080,28864
74,10/26/2012,the ghastly love of johnny x,2000000,2436,2436
75,12/29/2009,lesbian vampire killers,2000000,0,3620902
76,09/09/2011,grave encounters,2000000,0,2151887
77,10/23/2015,bone tomahawk,2000000,0,475846
78,12/10/2004,freeze frame,2000000,0,105377
79,04/01/2013,stitches,2000000,0,63555
80,12/31/2015,"to be frank, sinatra at 100",2000000,0,926
81,04/28/1971,bananas,2000000,0,0
82,12/31/2009,nine dead,2000000,0,0
83,10/14/2008,no man's land: the rise of reeker,2000000,0,0
84,07/07/2007,rockaway,2000000,0,0
85,08/12/1927,wings,2000000,0,0
86,03/17/2015,the lady from shanghai,2000000,0,0
87,03/19/2013,straight a's,2000000,0,0
88,03/30/2012,the legend of hellâs gate: an american conspiracy,2000000,0,0
89,12/31/2012,highway,2000000,0,0
90,02/08/2013,small apartments,2000000,0,0
91,07/09/2013,coffee town,2000000,0,0
92,12/31/2014,lucky dog,2000000,0,0
93,12/31/2001,pendulum,2000000,0,0
94,10/16/1966,a funny thing happened on the way to the forum,2000000,0,0
95,09/23/2008,slacker uprising,2000000,0,0
96,03/20/2015,the walking deceased,2000000,0,0
97,12/31/2011,true bromance,2000000,0,0
98,08/21/2015,the curse of downers grove,2000000,0,0
99,12/31/2015,wind walkers,2000000,0,0
100,07/08/2016,the dog lover,2000000,0,0
1,12/01/2015,shark lake,2000000,0,0
2,09/24/2010,buried,1987650,1044143,21270290
3,04/21/2015,the marine 4,1950000,0,0
4,05/08/1987,river's edge,1900000,4600000,4600000
5,07/25/2008,man on wire,1900000,2962242,5617067
6,10/08/2010,nowhere boy,1900000,1445366,7785229
7,07/11/2003,northfork,1900000,1420578,1445140
8,04/24/2015,brotherly love,1900000,478595,478595
9,06/03/2011,submarine,1900000,467602,4581937
10,04/09/2010,the square,1900000,406216,740932
11,02/08/2013,abcd (any body can dance),1900000,222098,10137234
12,06/29/2007,chacun sa nuit,1900000,18435,139317
13,07/26/2013,stranded,1900000,0,285593
14,12/31/2015,vaalu,1900000,0,12444
15,08/27/2010,the last exorcism,1800000,41034350,70165900
16,11/16/1976,carrie,1800000,25878153,25878153
17,11/09/1984,a nightmare on elm street,1800000,25504513,25504513
18,06/27/2012,beasts of the southern wild,1800000,12795746,23265132
19,01/29/1964,dr. strangelove,1800000,9164370,9230678
20,01/01/1973,battle for the planet of the apes,1800000,8800000,8800000
21,09/18/1951,a streetcar named desire,1800000,8000000,8000000
22,08/03/1968,hang 'em high,1800000,6800000,6800000
23,11/15/2002,el crimen de padre amaro,1800000,5719000,5719000
24,06/15/2001,songcatcher,1800000,3050934,3050934
25,08/23/2011,higher ground,1800000,841056,842693
26,04/22/2011,pom wonderful presents: the greatest movie ever sold,1800000,638476,783733
27,01/07/2005,travellers and magicians,1800000,506793,1322161
28,01/01/1993,ed and his dead mother,1800000,673,673
29,12/31/2009,deadline,1800000,0,0
30,03/13/2007,sublime,1800000,0,0
31,02/03/2012,dysfunctional friends,1800000,0,0
32,12/31/2013,independence daysaster,1800000,0,0
33,03/11/2014,against the wild,1800000,0,0
34,10/20/2015,beginnerâs guide to sex,1800000,0,0
35,06/18/1999,lola rennt,1750000,7267324,22879194
36,02/07/2003,may,1750000,145540,634803
37,10/08/2010,i spit on your grave,1750000,93051,1278471
38,04/23/2019,living dark: the story of ted the caver,1750000,0,0
39,11/23/2001,in the bedroom,1700000,35930604,42137871
40,03/19/2008,la misma luna,1700000,12590147,23271741
41,06/30/1972,conquest of the planet of the apes,1700000,9700000,9700000
42,02/28/2014,the lunchbox,1700000,4231500,12231500
43,10/04/2013,grace unplugged,1700000,2507159,2507159
44,10/01/1999,"happy, texas",1700000,2039192,2891228
45,12/18/2015,saul fia,1700000,1777043,9696537
46,06/17/2005,my summer of love,1700000,1000915,4727375
47,06/24/2005,yes,1700000,396035,661221
48,02/01/2019,braid,1660000,0,80745
49,08/05/1953,from here to eternity,1650000,30500000,30500000
50,09/01/1938,you can't take it with you,1644000,4000000,4000000
51,04/09/1999,foolish,1600000,6026908,6026908
52,07/26/1949,she wore a yellow ribbon,1600000,5400000,5400000
53,04/07/1974,the conversation,1600000,4420000,4420000
54,10/15/2010,n-secure,1600000,2595644,2595644
55,02/01/2008,sukkar banat,1600000,1060591,14253760
56,12/31/1989,out of the dark,1600000,419428,419428
57,01/27/2006,bubble,1600000,145382,145382
58,09/23/2005,dil jo bhi kahey...,1600000,129319,129319
59,01/15/1999,mississippi mermaid,1600000,27795,2627795
60,09/26/2014,two night stand,1600000,15600,868081
61,11/04/2005,i love your work,1600000,3264,3264
62,08/05/1955,the kingâs thief,1577000,0,0
63,04/01/2011,insidious,1500000,54009150,99870886
64,10/21/2016,moonlight,1500000,27854931,65245512
65,09/12/2003,cabin fever,1500000,21158188,30351664
66,05/02/2007,waitress,1500000,19097550,22217183
67,09/08/1989,kickboxer,1500000,14533681,14533681
68,02/26/1988,bloodsport,1500000,11806119,11806119
69,10/17/1939,mr. smith goes to washington,1500000,9000000,9000000
70,03/23/2018,unsane,1500000,7690044,14244931
71,07/21/1995,kids,1500000,7412216,20412216
72,10/05/2005,the squid and the whale,1500000,7372734,11191423
73,03/13/2002,kissing jessica stein,1500000,7025722,9345061
74,10/31/1945,spellbound,1500000,7000000,7000000
75,04/20/1979,dawn of the dead,1500000,5100000,55000000
76,09/23/1994,exotica,1500000,5046118,5046118
77,07/26/2013,the to do list,1500000,3491669,4128828
78,02/01/2013,the gatekeepers,1500000,2408553,2592308
79,06/26/1998,buffalo '66,1500000,2380606,2380606
80,03/02/1984,repo man,1500000,2300000,2300000
81,10/21/2016,iâm not ashamed,1500000,2082980,2082980
82,01/18/1985,blood simple,1500000,1690913,2730877
83,04/19/2002,nueve reinas,1500000,1222889,12412889
84,04/19/2013,the lords of salem,1500000,1165881,1541131
85,10/21/2016,31,1500000,779820,922727
86,03/25/2005,the ballad of jack and rose,1500000,712294,1126258
87,04/22/2016,unsullied,1500000,510957,510957
88,08/31/1994,killing zoe,1500000,418953,418953
89,05/17/2002,the believer,1500000,406035,1840248
90,03/07/2008,snow angels,1500000,402858,414404
91,08/10/2001,session 9,1500000,378176,1619602
92,02/11/2011,mooz-lum,1500000,362239,372239
93,09/05/2007,i want someone to eat cheese with,1500000,194568,194568
94,08/19/2011,amigo,1500000,184705,184705
95,09/07/2007,hatchet,1500000,175281,240396
96,10/31/2008,my name is bruce,1500000,173066,173066
97,08/06/2010,the disappearance of alice creed,1500000,166980,1605139
98,02/05/1936,modern times,1500000,163245,199747
99,05/11/2007,the salon,1500000,139084,139084
100,10/25/2013,the square,1500000,124244,176262
1,03/22/2002,stolen summer,1500000,119841,119841
2,03/06/2015,road hard,1500000,113169,113169
3,09/28/2005,forty shades of blue,1500000,75828,172569
4,10/09/2009,trucker,1500000,52429,52429
5,05/29/2009,pontypool,1500000,3865,31916
6,09/28/2015,"me, you and five bucks",1500000,2105,2105
7,10/17/2014,housebound,1500000,0,236863
8,07/20/2018,teefa in trouble,1500000,0,98806
9,11/04/2005,wal-mart: the high cost of low price,1500000,0,58692
10,04/17/2014,closer to the moon,1500000,0,5396
11,03/17/2006,fetching cody,1500000,0,0
12,06/03/2011,the lion of judah,1500000,0,0
13,11/11/2014,once upon a time in queens,1500000,0,0
14,02/13/2015,girlhouse,1500000,0,0
15,05/26/2015,mutant world,1500000,0,0
16,11/20/2015,#horror,1500000,0,0
17,09/08/2015,checkmate,1500000,0,0
18,12/21/1937,snow white and the seven dwarfs,1488000,184925486,184925486
19,01/01/1968,shalako,1455000,2620000,2620000
20,11/30/2018,werk ohne autor,1400000,1303747,4331152
21,11/20/2015,mustang,1400000,845464,5552584
22,04/29/2005,the holy girl,1400000,304124,1261792
23,10/03/2014,la chambre bleue,1400000,260441,1945420
24,09/17/2004,incident at loch ness,1400000,36830,56073
25,04/05/2013,eddie: the sleepwalking cannibal,1400000,1632,1632
26,05/01/2010,my girlfriend's boyfriend,1400000,0,0
27,12/31/2014,kurmanjan datka,1400000,0,0
28,12/31/2014,house at the end of the drive,1400000,0,0
29,07/06/1966,batman - the movie,1377800,0,0
30,03/05/1999,"lock, stock and two smoking barrels",1350000,3897569,28356188
31,08/19/1983,the ballad of gregorio cortez,1305000,909000,909000
32,06/26/1936,san francisco,1300000,2868000,5273000
33,10/09/1998,festen,1300000,1647780,1647780
34,10/11/1996,trees lounge,1300000,749741,749741
35,05/22/2009,the girlfriend experience,1300000,695840,1005840
36,03/23/2007,journey from the fall,1300000,635305,635305
37,05/05/2000,the basket,1300000,609042,609042
38,01/30/2015,above and beyond,1300000,288751,288751
39,03/15/1985,def-con 4,1300000,210904,210904
40,12/09/2005,neal n' nikki,1300000,100358,329621
41,12/19/2003,the hebrew hammer,1300000,77755,90213
42,06/13/2014,los insolitos peces gato,1300000,11278,54665
43,04/07/2006,simon,1300000,4055,1738663
44,05/24/2011,forget me not,1300000,0,13465
45,06/08/2010,the 41-year-old virgin who knocked up sarah marshall and felt superbad about it,1300000,0,0
46,06/26/2015,the algerian,1300000,0,0
47,03/21/1940,rebecca,1288000,6000000,6002370
48,04/30/1981,friday the 13th part 2,1250000,21722776,21722776
49,11/29/1945,the lost weekend,1250000,11000000,11000000
50,08/31/1984,c.h.u.d.,1250000,4700000,4700000
51,10/17/2014,dear white people,1250000,4404154,5403771
52,04/19/2013,filly brown,1250000,2850357,2940411
53,01/21/1953,niagara,1250000,2500000,2500000
54,12/31/2016,bodom,1250000,0,726460
55,10/28/1941,how green was my valley,1250000,0,0
56,01/13/2015,da sweet blood of jesus,1250000,0,0
57,10/29/2004,saw,1200000,55968727,103880027
58,08/04/1989,"sex, lies, and videotape",1200000,24741667,36741667
59,02/15/2002,super troopers,1200000,18492362,23046142
60,02/22/2002,monsoon wedding,1200000,13876974,27025600
61,11/10/2000,you can count on me,1200000,9180275,10827356
62,07/03/1951,strangers on a train,1200000,7000000,7000000
63,10/03/1955,the trouble with harry,1200000,7000000,7000000
64,12/29/1967,"il buono, il brutto, il cattivo",1200000,6100000,6100000
65,09/18/1951,the day the earth stood still,1200000,3700000,3700000
66,04/19/2013,home run,1200000,2859955,2859955
67,10/23/1992,reservoir dogs,1200000,2832029,2832029
68,07/07/2000,but i'm a cheerleader,1200000,2205627,2509344
69,12/23/1956,the wrong man,1200000,2000000,2000000
70,09/26/1975,the rocky horror picture show,1200000,1414845,1615976
71,01/01/1976,the blue bird,1200000,887000,887000
72,04/13/2012,blue like jazz,1200000,595018,595018
73,08/28/2015,que horas ela volta?,1200000,376976,3249041
74,11/19/1982,q,1200000,255000,255000
75,03/21/2003,down & out with the dolls,1200000,58936,58936
76,06/01/2012,"pink ribbons, inc.",1200000,26608,26608
77,02/06/2018,blood feast,1200000,8708,8708
78,02/11/2011,certifiably jonathan,1200000,7826,7826
79,09/18/2015,la navaja de don juan,1200000,4254,4254
80,12/31/2008,extreme movie,1200000,0,81338
81,10/20/1936,the charge of the light brigade,1200000,0,0
82,06/18/2004,grand theft parsons,1200000,0,0
83,08/28/2012,below zero,1200000,0,0
84,09/07/2012,crowsnest,1200000,0,0
85,09/14/2012,airborne,1200000,0,0
86,09/09/2014,cotton comes to harlem,1200000,0,0
87,02/03/2015,bleeding hearts,1200000,0,0
88,12/31/2013,the wicked within,1200000,0,0
89,12/31/2017,the islands,1200000,0,0
90,03/21/2014,godâs not dead,1150000,60755732,63777092
91,10/07/2005,waiting...,1125000,16124543,18673274
92,05/12/2006,dead man's shoes,1125000,6408,414736
93,02/01/1980,the fog,1100000,21445318,21445820
94,12/25/2005,wolf creek,1100000,16186348,29005064
95,02/11/2005,ong-bak,1100000,4563167,24062965
96,03/23/2012,serbuan maut,1100000,4105123,9297407
97,09/26/1986,down by law,1100000,1436000,1436000
98,09/04/1987,the offspring,1100000,1355728,1355728
99,02/22/2002,sex with strangers,1100000,247740,247740
100,05/18/2012,beyond the black rainbow,1100000,56491,56491
1,05/14/2003,dracula: pages from a virgin's diary,1100000,39659,81371
2,11/21/2014,the sleepwalker,1100000,2636,2636
3,03/07/2017,departure,1100000,0,27561
4,04/07/2009,faith like potatoes,1100000,0,0
5,03/23/2010,lake mungo,1100000,0,0
6,04/07/2015,silent running,1100000,0,0
7,12/31/2010,the dead undead,1100000,0,0
8,12/31/2013,the vatican exorcisms,1100000,0,0
9,12/11/2009,rocket singh: salesman of the year,1070000,164649,5348767
10,01/23/1943,casablanca,1039000,10462500,10496855
11,11/21/1976,rocky,1000000,117235147,225000000
12,01/06/2012,the devil inside,1000000,53262945,101759490
13,10/07/1963,tom jones,1000000,37600000,37600000
14,04/17/2015,unfriended,1000000,32789645,64364198
15,02/08/1976,taxi driver,1000000,28262574,28316211
16,05/24/2006,an inconvenient truth,1000000,24146161,53365925
17,08/23/2013,you're next,1000000,18494006,26887177
18,05/25/2012,chernobyl diaries,1000000,18119640,42411721
19,04/10/1981,the howling,1000000,17985000,17985000
20,05/08/1963,dr. no,1000000,16067035,59567035
21,09/18/1987,hellraiser,1000000,14564000,14575148
22,03/11/2016,"hello, my name is doris",1000000,14444999,14662703
23,09/16/2005,cry wolf,1000000,10047674,15943081
24,08/18/2000,godzilla 2000,1000000,10037390,10037390
25,12/29/2010,blue valentine,1000000,9737892,16566240
26,01/20/2006,transamerica,1000000,9015303,16553163
27,01/01/1970,beyond the valley of the dolls,1000000,9000000,9000000
28,11/15/1956,love me tender,1000000,9000000,9000000
29,07/20/2018,unfriended: dark web,1000000,8866745,16434588
30,12/14/1949,sands of iwo jima,1000000,7800000,7800000
31,09/25/2015,the green inferno,1000000,7192291,12931420
32,02/03/2017,i am not your negro,1000000,7123919,9617402
33,10/19/2012,the sessions,1000000,6002451,11495204
34,04/04/2008,shine a light,1000000,5505267,16173879
35,03/23/2012,october baby,1000000,5355847,5391992
36,09/12/2014,the skeleton twins,1000000,5284309,5797192
37,06/14/2013,20 feet from stardom,1000000,4946250,5892466
38,06/12/2009,"food, inc.",1000000,4417674,4731944
39,07/28/2017,an inconvenient sequel,1000000,3496795,5839322
40,08/21/1998,next stop wonderland,1000000,3395581,3465703
41,06/06/2014,obvious child,1000000,3122616,3324070
42,10/21/2011,martha marcy may marlene,1000000,2981038,5438911
43,08/03/2005,junebug,1000000,2678010,3553253
44,08/01/2008,frozen river,1000000,2511476,6030129
45,11/21/2001,sidewalks of new york,1000000,2402459,3575308
46,04/24/1998,two girls and a guy,1000000,2057193,2315026
47,09/29/2000,the broken hearts club: a romantic comedy,1000000,1744858,2022442
48,06/28/2006,who killed the electric car?,1000000,1678874,1849392
49,09/18/2009,the secrets of jonathan sperry,1000000,1355079,1355079
50,07/17/1996,walking and talking,1000000,1287480,1615787
51,09/19/2003,bubba ho-tep,1000000,1239183,1492895
52,12/07/2001,no man's land,1000000,1067481,2684207
53,10/09/1998,slam,1000000,1009819,1087521
54,10/06/2017,visages villages,1000000,952432,4015686
55,04/06/2001,brigham city,1000000,852206,852206
56,08/18/2017,patti cake$,1000000,800148,1471090
57,12/01/2000,panic,1000000,779137,1425707
58,05/09/2014,palo alto,1000000,767732,1156309
59,09/08/2000,fiza,1000000,623791,1179462
60,02/03/2010,ajami,1000000,621859,2721096
61,10/23/1998,orgazmo,1000000,582024,627287
62,07/29/2011,the future,1000000,568662,1239174
63,02/14/2003,all the real girls,1000000,549666,703020
64,10/24/2014,23 blast,1000000,549185,549185
65,06/20/1997,dream with the fishes,1000000,542909,542909
66,07/19/2013,the act of killing,1000000,486919,1227316
67,05/02/2003,blue car,1000000,464126,475367
68,10/19/2007,wristcutters: a love story,1000000,446165,473769
69,05/05/2000,luminarias,1000000,428535,428535
70,07/18/2014,i origins,1000000,336472,852399
71,11/28/2014,antarctica: a year on ice,1000000,288757,288757
72,08/22/2003,the battle of shaker heights,1000000,280351,839145
73,01/18/2008,taxi to the dark side,1000000,274661,304472
74,04/08/2016,the invitation,1000000,231738,354836
75,09/24/2004,guiana 1838,1000000,227241,227241
76,12/30/2002,love liza,1000000,213137,213137
77,07/07/2006,once in a lifetime: the extraordinary story of the new york cosmos,1000000,144601,215559
78,08/22/2001,lisa picard is famous,1000000,113433,113433
79,07/31/2015,beyond the brick: a lego brickumentary,1000000,101531,101531
80,10/30/2009,the house of the devil,1000000,101215,102812
81,06/01/2012,hardflip,1000000,96734,96734
82,03/11/2016,creative control,1000000,63014,63014
83,09/16/2005,chocolate: deep dark secrets,1000000,49000,1549000
